,workerid,language,correct,idiom,response,result,rt,Affect
1116,54,Hindi,to experience a variety of things,to have tasted water from different riverbanks,to try different ways to solve a problem,incorrect,17135.0,Neutral
1117,59,Hindi,to experience a variety of things,to have tasted water from different riverbanks,to experience a variety of things,correct,7271.0,Neutral
1118,99,Hindi,to experience a variety of things,to have tasted water from different riverbanks,to compare different people's experiences,incorrect,5818.0,Neutral
1119,40,Hindi,to experience a variety of things,to have tasted water from different riverbanks,to try different ways to solve a problem,incorrect,6997.0,Neutral
1120,32,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,35366.0,Neutral
1121,94,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,8661.0,Neutral
1122,36,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,6167.0,Neutral
1123,65,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,8524.0,Neutral
1124,87,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,7655.0,Neutral
1125,115,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,4242.0,Neutral
1126,60,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,14817.0,Neutral
1127,64,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,24886.0,Neutral
1128,72,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,35477.0,Neutral
1129,42,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,8687.0,Neutral
1130,114,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,5260.0,Neutral
1131,101,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,16911.0,Neutral
1132,59,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,10597.0,Neutral
1133,66,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,8975.0,Neutral
1134,100,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,11220.0,Neutral
1135,95,Russian,something that will never happen,when the lobster on the mountain whistles,something that will never happen,correct,9610.0,Neutral
1136,51,Russian,something that will never happen,when the lobster on the mountain whistles,something unusual is happening,incorrect,8479.0,Neutral
1137,81,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,6173.0,Negative
1138,45,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the odd one out,incorrect,7691.0,Negative
1139,111,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,11421.0,Negative
1140,91,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,10844.0,Negative
1141,110,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the odd one out,incorrect,15430.0,Negative
1142,63,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the odd one out,incorrect,7472.0,Negative
1143,50,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the main point of attention,incorrect,12334.0,Negative
1144,119,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the main point of attention,incorrect,10460.0,Negative
1145,56,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,6860.0,Negative
1146,43,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,13174.0,Negative
1147,101,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,11604.0,Negative
1148,100,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,16277.0,Negative
1149,75,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,9072.0,Negative
1150,82,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be the odd one out,incorrect,4218.0,Negative
1151,38,Hindi,to constantly change one's mind or to not be trustworthy,to be the eggplant on a plate,to be very unappealing or disappointing,incorrect,9778.0,Negative
1152,81,Russian,to be extremely frightened or scared,one's soul went into the feet,to deeply feel something,incorrect,5193.0,Negative
1153,107,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,6331.0,Negative
1154,91,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,8577.0,Negative
1155,103,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,16285.0,Negative
1156,36,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,4847.0,Negative
1157,65,Russian,to be extremely frightened or scared,one's soul went into the feet,to deeply feel something,incorrect,8463.0,Negative
1158,93,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,13989.0,Negative
1159,29,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,12704.0,Negative
1160,28,Russian,to be extremely frightened or scared,one's soul went into the feet,to deeply feel something,incorrect,11141.0,Negative
1161,35,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,7809.0,Negative
1162,46,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,13576.0,Negative
1163,42,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,6303.0,Negative
1164,116,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,15090.0,Negative
1165,114,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,6681.0,Negative
1166,54,Russian,to be extremely frightened or scared,one's soul went into the feet,to be extremely frightened or scared,correct,7069.0,Negative
1167,95,Russian,to be extremely frightened or scared,one's soul went into the feet,to deeply feel something,incorrect,8271.0,Negative
1168,51,Russian,to be extremely frightened or scared,one's soul went into the feet,to feel very tired,incorrect,523570.0,Negative
1169,81,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,9057.0,Negative
1170,117,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,8224.0,Negative
1171,57,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,6048.0,Negative
1172,102,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,25064.0,Negative
1173,89,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,4556.0,Negative
1174,30,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,7629.0,Negative
1175,84,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,10960.0,Negative
1176,76,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,9306.0,Negative
1177,31,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,16891.0,Negative
1178,60,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to start small and end up successful,incorrect,15898.0,Negative
1179,80,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,5562.0,Negative
1180,88,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,6160.0,Negative
1181,79,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,17509.0,Negative
1182,43,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,5204.0,Negative
1183,54,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,5848.0,Negative
1184,95,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,4097.0,Negative
1185,68,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,7151.0,Negative
1186,78,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,11815.0,Negative
1187,51,Russian,to make a big deal out of a small situation,to make an elephant out of a fly,to make a big deal out of a small situation,correct,17712.0,Negative
1188,81,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,5723.0,Neutral
1189,45,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,4942.0,Neutral
1190,111,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,9718.0,Neutral
1191,57,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,7933.0,Neutral
1192,65,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,93395.0,Neutral
1193,87,Spanish,to stay up late working,to burn your eyebrows,to stay up late working,correct,6682.0,Neutral
1194,62,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,9084.0,Neutral
1195,102,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,31652.0,Neutral
1196,63,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,8740.0,Neutral
1197,84,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,8077.0,Neutral
1198,58,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,12441.0,Neutral
1199,29,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,5692.0,Neutral
1200,64,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,10376.0,Neutral
1201,109,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,7584.0,Neutral
1202,46,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,8964.0,Neutral
1203,79,Spanish,to stay up late working,to burn your eyebrows,to stay up late working,correct,11041.0,Neutral
1204,92,Spanish,to stay up late working,to burn your eyebrows,to stay up late working,correct,4937.0,Neutral
1205,121,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,19416.0,Neutral
1206,56,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,9386.0,Neutral
1207,59,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,6214.0,Neutral
1208,66,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,7618.0,Neutral
1209,99,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,6884.0,Neutral
1210,68,Spanish,to stay up late working,to burn your eyebrows,to be very surprised or shocked,incorrect,8034.0,Neutral
1211,98,Spanish,to stay up late working,to burn your eyebrows,to do something unwise,incorrect,13192.0,Neutral
1212,82,Spanish,to stay up late working,to burn your eyebrows,to make a mistake,incorrect,9452.0,Neutral
1213,81,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,4294.0,Negative
1214,65,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to handle large or difficult tasks easily,incorrect,32286.0,Negative
1215,53,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,7375.0,Negative
1216,102,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,21725.0,Negative
1217,30,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,7394.0,Negative
1218,58,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,10452.0,Negative
1219,129,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to have power or influence,incorrect,5042.0,Negative
1220,50,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to have power or influence,incorrect,19465.0,Negative
1221,71,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,6150.0,Negative
1222,122,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,9222.0,Negative
1223,115,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,23784.0,Negative
1224,109,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,7440.0,Negative
1225,92,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to handle large or difficult tasks easily,incorrect,9075.0,Negative
1226,44,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to have power or influence,incorrect,17584.0,Negative
1227,116,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,10545.0,Negative
1228,114,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,11351.0,Negative
1229,112,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to have power or influence,incorrect,10576.0,Negative
1230,40,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to spend extravagantly or to waste a lot of money,correct,5222.0,Negative
1231,68,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,32659.0,Negative
1232,78,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to handle large or difficult tasks easily,incorrect,25682.0,Negative
1233,90,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,8387.0,Negative
1234,38,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to be clumsy,incorrect,8600.0,Negative
1235,130,Mandarin Chinese,to spend extravagantly or to waste a lot of money,to have big hands and big feet,to have power or influence,incorrect,10851.0,Negative
1236,81,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,6829.0,Positive
1237,73,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,8310.0,Positive
1238,107,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,12631.0,Positive
1239,87,Hindi,to celebrate,to light ghee lamps,to explain something clearly,incorrect,7492.0,Positive
1240,41,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,14420.0,Positive
1241,110,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,56046.0,Positive
1242,93,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,8860.0,Positive
1243,97,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,13680.0,Positive
1244,28,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,12733.0,Positive
1245,71,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,10682.0,Positive
1246,35,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,7611.0,Positive
1247,80,Hindi,to celebrate,to light ghee lamps,to explain something clearly,incorrect,5698.0,Positive
1248,106,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,51482.0,Positive
1249,55,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,33018.0,Positive
1250,92,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,44030.0,Positive
1251,121,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,11483.0,Positive
1252,56,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,16482.0,Positive
1253,43,Hindi,to celebrate,to light ghee lamps,to explain something clearly,incorrect,7483.0,Positive
1254,48,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,32019.0,Positive
1255,114,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,7253.0,Positive
1256,59,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,4965.0,Positive
1257,125,Hindi,to celebrate,to light ghee lamps,to explain something clearly,incorrect,9344.0,Positive
1258,99,Hindi,to celebrate,to light ghee lamps,to start something new,incorrect,9246.0,Positive
1259,40,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,4349.0,Positive
1260,68,Hindi,to celebrate,to light ghee lamps,to celebrate,correct,5599.0,Positive
1261,38,Hindi,to celebrate,to light ghee lamps,to gain wisdom,incorrect,30131.0,Positive
1262,45,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,16126.0,Negative
1263,107,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,5902.0,Negative
1264,97,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to make a mistake,incorrect,16016.0,Negative
1265,129,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,7934.0,Negative
1266,69,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to be confused,incorrect,11065.0,Negative
1267,44,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to be confused,incorrect,14467.0,Negative
1268,121,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to underestimate how dangerous something is,incorrect,10885.0,Negative
1269,42,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to be confused,incorrect,9697.0,Negative
1270,101,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to make a mistake,incorrect,12464.0,Negative
1271,61,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to make a mistake,incorrect,10646.0,Negative
1272,96,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,6372.0,Negative
1273,59,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,8554.0,Negative
1274,67,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,9532.0,Negative
1275,124,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,6764.0,Negative
1276,37,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,19030.0,Negative
1277,51,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to deliberately misrepresent something for unfair gains,correct,7532.0,Negative
1278,74,Mandarin Chinese,to deliberately misrepresent something for unfair gains,to call a deer a horse,to make a mistake,incorrect,22181.0,Negative
1279,117,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,5047.0,Negative
1280,104,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,6810.0,Negative
1281,102,Spanish,to behave strangely,to be like a goat,to behave strangely,correct,60284.0,Negative
1282,89,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,4211.0,Negative
1283,63,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,5080.0,Negative
1284,76,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,4407.0,Negative
1285,120,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,22126.0,Negative
1286,115,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,3367.0,Negative
1287,60,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,6726.0,Negative
1288,109,Spanish,to behave strangely,to be like a goat,to navigate challenges easily,incorrect,14416.0,Negative
1289,35,Spanish,to behave strangely,to be like a goat,to behave strangely,correct,12868.0,Negative
1290,72,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,6126.0,Negative
1291,114,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,4738.0,Negative
1292,112,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,5048.0,Negative
1293,40,Spanish,to behave strangely,to be like a goat,to be clumsy or awkward,incorrect,3789.0,Negative
1294,95,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,8812.0,Negative
1295,37,Spanish,to behave strangely,to be like a goat,to be stubborn,incorrect,17157.0,Negative
1296,34,Spanish,to behave strangely,to be like a goat,to navigate challenges easily,incorrect,10121.0,Negative
1297,51,Spanish,to behave strangely,to be like a goat,to be clumsy or awkward,incorrect,16528.0,Negative
1298,117,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,10655.0,Negative
1299,103,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,a task that looks complicated can actually be simple ,incorrect,10104.0,Negative
1300,36,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,9012.0,Negative
1301,62,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,22879.0,Negative
1302,102,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,"even if you take effort to make something special, it will turn out plain",incorrect,80278.0,Negative
1303,30,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,21102.0,Negative
1304,63,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,16913.0,Negative
1305,28,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,there is not much difference between two options,incorrect,31236.0,Negative
1306,70,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,24991.0,Negative
1307,46,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,"even if you take effort to make something special, it will turn out plain",incorrect,42880.0,Negative
1308,114,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,a task that looks complicated can actually be simple ,incorrect,9744.0,Negative
1309,96,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,"even if you take effort to make something special, it will turn out plain",incorrect,10636.0,Negative
1310,125,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,"even if you take effort to make something special, it will turn out plain",incorrect,10032.0,Negative
1311,66,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,one does not appreciate or value what is familiar,correct,19005.0,Negative
1312,40,Hindi,one does not appreciate or value what is familiar,even a chicken dish at home is the same as lentils,a task that looks complicated can actually be simple ,incorrect,8825.0,Negative
1313,117,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,7036.0,Neutral
1314,110,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,27599.0,Neutral
1315,93,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,16697.0,Neutral
1316,63,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they accomplished a hopeless task,incorrect,14201.0,Neutral
1317,108,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they accomplished a hopeless task,incorrect,11364.0,Neutral
1318,49,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they obtained something with a lot of difficulty,incorrect,16581.0,Neutral
1319,64,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they obtained something with a lot of difficulty,incorrect,27028.0,Neutral
1320,35,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,10192.0,Neutral
1321,55,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,19617.0,Neutral
1322,92,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,6502.0,Neutral
1323,56,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,10125.0,Neutral
1324,100,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they accomplished a hopeless task,incorrect,13995.0,Neutral
1325,99,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,8268.0,Neutral
1326,75,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they accomplished a hopeless task,incorrect,16006.0,Neutral
1327,40,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they are making false claims that cannot be trusted,correct,6223.0,Neutral
1328,34,Russian,they are making false claims that cannot be trusted,they say that they milk chickens ,they obtained something in an unfair way,incorrect,12135.0,Neutral
1329,73,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,35082.0,Positive
1330,107,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,11629.0,Positive
1331,91,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,27412.0,Positive
1332,57,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,21300.0,Positive
1333,94,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,10004.0,Positive
1334,65,Spanish,to be very easy,to be eaten bread,to be very easy,correct,34320.0,Positive
1335,87,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,7792.0,Positive
1336,41,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,8678.0,Positive
1337,93,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,14533.0,Positive
1338,97,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,9076.0,Positive
1339,63,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,17936.0,Positive
1340,84,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,12199.0,Positive
1341,115,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,3505.0,Positive
1342,127,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,17839.0,Positive
1343,64,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,15544.0,Positive
1344,35,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,5289.0,Positive
1345,72,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,13529.0,Positive
1346,55,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,23692.0,Positive
1347,44,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,10260.0,Positive
1348,48,Spanish,to be very easy,to be eaten bread,to be forgotten,incorrect,11047.0,Positive
1349,112,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,6043.0,Positive
1350,66,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,7011.0,Positive
1351,100,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,31648.0,Positive
1352,75,Spanish,to be very easy,to be eaten bread,to be a victim,incorrect,11989.0,Positive
1353,78,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,17326.0,Positive
1354,90,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,6419.0,Positive
1355,74,Spanish,to be very easy,to be eaten bread,to be accepted,incorrect,8460.0,Positive
1356,73,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small mistake with big consequences,incorrect,39281.0,Neutral
1357,103,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,10091.0,Neutral
1358,41,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,almost perfect or of very high quality,incorrect,8333.0,Neutral
1359,128,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,19989.0,Neutral
1360,76,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,10649.0,Neutral
1361,120,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,13140.0,Neutral
1362,58,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,small efforts by many people make a difference,incorrect,20140.0,Neutral
1363,29,Mandarin Chinese,a small thing that is not significant compared to a larger situation,one hair from nine oxen,a small thing that is not significant compared to a larger situation,correct,18284.0,Neutral
